仿真时间,持续时间
719,991.37
720,992.944
721,994.546
722,996.166
723,997.729
724,999.278
725,1000.84
726,1002.425
727,1004.017
728,1005.617
729,1007.172
730,1008.725
731,1010.289
732,1011.87
733,1013.476
734,1015.057
735,1016.597
736,1018.164
737,1019.738
738,1021.343
739,1022.923
740,1024.464
741,1026.015
742,1027.586
743,1029.185
744,1030.794
745,1032.392
746,1033.915
747,1035.455
748,1037.03
749,1038.624
750,1040.238
751,1041.796
752,1043.334
753,1044.898
754,1046.483
755,1048.087
756,1049.684
757,1051.281
758,1052.819
759,1054.373
760,1055.941
761,1057.537
762,1059.152
763,1060.709
764,1062.258
765,1063.821
766,1065.409
767,1067.021
768,1068.627
769,1070.205
770,1071.741
771,1073.305
772,1074.894
773,1076.504
774,1078.118
775,1079.654
776,1081.207
777,1082.784
778,1084.382
779,1085.991
780,1087.556
781,1089.106
782,1090.676
783,1092.273
784,1093.876
785,1095.489
786,1097.099
787,1098.646
788,1100.214
789,1101.798
790,1103.437
791,1105.117
792,1106.728
793,1108.299
794,1109.88
795,1111.48
796,1113.104
797,1114.749
798,1116.349
799,1117.919
800,1119.511
