仿真时间,持续时间
709,1409.121
710,1411.297
711,1413.478
712,1415.661
713,1417.85
714,1420.036
715,1422.219
716,1424.406
717,1426.595
718,1428.785
719,1430.967
720,1433.162
721,1435.355
722,1437.543
723,1439.733
724,1441.925
725,1444.1
726,1446.287
727,1448.471
728,1450.655
729,1452.841
730,1455.023
731,1457.197
732,1459.385
733,1461.57
734,1463.746
735,1465.928
736,1468.104
737,1470.276
738,1472.579
739,1474.757
740,1476.934
741,1479.099
742,1481.255
743,1483.433
744,1485.597
745,1487.765
746,1489.937
747,1492.12
748,1494.284
749,1496.454
750,1498.634
751,1500.818
752,1503.011
753,1505.182
754,1507.356
755,1509.536
756,1511.715
757,1513.899
758,1516.082
759,1518.259
760,1520.428
761,1522.613
762,1524.795
763,1526.97
764,1529.153
765,1531.332
766,1533.52
767,1535.706
768,1537.881
769,1540.055
770,1542.232
771,1544.407
772,1546.588
773,1548.761
774,1550.943
775,1553.125
776,1555.299
777,1557.484
778,1559.662
779,1561.835
780,1564.017
781,1566.199
782,1568.376
783,1570.545
784,1572.814
785,1574.986
786,1577.153
787,1579.309
788,1581.465
789,1583.621
790,1585.779
791,1587.93
792,1590.081
793,1592.225
794,1594.371
795,1596.516
796,1598.705
797,1600.876
798,1603.052
799,1605.222
800,1607.401
