仿真时间,持续时间
638,3086.701
639,3093.08
640,3099.539
641,3105.995
642,3112.443
643,3118.904
644,3125.363
645,3131.851
646,3138.379
647,3144.807
648,3151.145
649,3157.469
650,3163.758
651,3170.282
652,3176.545
653,3183.006
654,3189.335
655,3195.767
656,3202.202
657,3208.689
658,3215.041
659,3221.3
660,3227.541
661,3233.663
662,3239.807
663,3246.072
664,3252.308
665,3258.577
666,3264.874
667,3271.142
668,3277.483
669,3283.727
670,3290.14
671,3296.588
672,3303.007
673,3309.442
674,3315.837
675,3322.203
676,3328.651
677,3335.093
678,3341.438
679,3347.866
680,3354.312
681,3360.798
682,3367.278
683,3373.769
684,3380.282
685,3386.787
686,3393.379
687,3399.924
688,3406.279
689,3411.4
690,3414.682
691,3417.948
692,3421.196
693,3424.444
694,3427.677
695,3430.934
696,3434.205
697,3437.455
698,3440.693
699,3443.933
700,3447.184
701,3450.404
702,3453.649
703,3456.928
704,3460.215
705,3463.51
706,3466.764
707,3469.993
708,3473.244
709,3476.502
710,3479.756
711,3483.009
712,3486.343
713,3489.631
714,3492.882
715,3498.402
716,3505.042
717,3511.717
718,3518.251
719,3524.737
720,3530.871
721,3534.123
722,3537.356
723,3540.588
724,3543.816
725,3547.083
726,3550.317
727,3553.545
728,3556.772
729,3559.99
730,3563.217
731,3566.44
732,3569.658
733,3572.876
734,3576.093
735,3579.315
736,3582.526
737,3585.737
738,3588.956
739,3592.187
740,3595.404
741,3598.618
742,3601.869
743,3605.12
744,3608.342
745,3611.584
746,3614.814
747,3618.063
748,3621.313
749,3624.556
750,3627.799
751,3631.028
752,3634.259
753,3637.494
754,3640.733
755,3643.993
756,3647.227
757,3650.465
758,3653.697
759,3656.922
760,3660.154
761,3663.395
762,3666.632
763,3669.855
764,3673.089
765,3676.319
766,3679.548
767,3682.777
768,3686.018
769,3689.25
770,3692.491
771,3695.716
772,3698.967
773,3702.242
774,3705.473
775,3708.716
776,3711.955
777,3715.193
778,3718.436
779,3721.672
780,3724.881
781,3728.062
782,3731.261
783,3734.482
784,3737.709
785,3740.921
786,3744.152
787,3747.362
788,3750.586
789,3753.808
790,3757.042
791,3760.266
792,3763.491
793,3766.717
794,3769.953
795,3773.196
796,3776.432
797,3779.661
798,3782.866
799,3786.094
800,3789.31
